Dates,Opponent,Score,Minutes,Successful Shots,Total Shots,3 Points Succesful,Total 3 Points,Successful FT,Total FT,REB,AST,BLK,STL,PF,TO,PTS,Type,Result,Score GS,Score Opponent
2/7/2011,PHX,L 92-104,44,7,17,0,6,1,1,2,8,0,1,1,5,15,REGULAR SEASON STATS,L,92,104
2/9/2011,DEN,W 116-114,29,5,9,1,3,2,2,1,2,0,0,4,3,13,REGULAR SEASON STATS,W,116,114
2/10/2011,PHX,L 88-112,25,5,9,2,3,0,0,2,2,0,1,0,4,12,REGULAR SEASON STATS,L,88,112
2/13/2011,OKC,W 100-94,38,10,18,2,5,1,1,2,13,0,2,2,0,23,REGULAR SEASON STATS,W,100,94
2/15/2011,NO,W 102-89,24,5,5,3,3,1,1,0,8,0,1,3,3,14,REGULAR SEASON STATS,W,102,89
2/16/2011,UTAH,W 107-100,22,1,7,0,3,2,2,0,4,0,2,5,1,4,REGULAR SEASON STATS,W,107,100
2/22/2011,BOS,L 93-115,30,7,10,1,2,3,5,4,2,0,1,4,5,18,REGULAR SEASON STATS,L,93,115
2/25/2011,ATL,L 79-95,30,2,7,0,2,3,3,2,5,0,0,1,3,7,REGULAR SEASON STATS,L,79,95
2/27/2011,MIN,L 123-126,45,13,21,5,7,2,2,11,2,0,2,1,2,33,REGULAR SEASON STATS,L,123,126
3/1/2011,IND,L 100-109,35,7,17,4,8,2,2,6,7,1,0,5,5,20,REGULAR SEASON STATS,L,100,109
3/2/2011,WSH,W 106-102,37,9,18,3,7,8,9,9,5,0,1,2,3,29,REGULAR SEASON STATS,W,106,102
3/4/2011,BOS,L 103-107,32,4,11,1,4,0,0,3,5,0,0,3,4,9,REGULAR SEASON STATS,L,103,107
3/6/2011,PHI,L 117-125,35,8,16,1,3,5,5,1,7,2,0,3,4,22,REGULAR SEASON STATS,L,117,125
3/8/2011,CLE,W 95-85,39,10,18,2,5,1,1,7,6,1,2,3,3,23,REGULAR SEASON STATS,W,95,85
3/9/2011,NJ,L 90-94,30,6,15,2,4,1,1,3,3,0,2,3,3,15,REGULAR SEASON STATS,L,90,94
3/11/2011,ORL,W 123-120,40,8,19,4,10,2,2,4,12,0,3,4,5,22,REGULAR SEASON STATS,W,123,120
3/13/2011,MIN,W 100-77,38,8,15,4,6,4,4,9,6,0,2,2,1,24,REGULAR SEASON STATS,W,100,77
3/14/2011,SAC,L 119-129,24,7,14,5,8,0,0,3,1,1,1,1,3,19,REGULAR SEASON STATS,L,119,129
3/16/2011,DAL,L 106-112,32,4,10,2,4,0,1,0,5,0,1,2,3,10,REGULAR SEASON STATS,L,106,112
3/18/2011,PHX,L 97-108,35,6,13,2,5,1,1,2,5,0,0,3,2,15,REGULAR SEASON STATS,L,97,108
3/20/2011,DAL,L 73-101,31,4,12,1,3,2,3,6,6,0,0,4,2,11,REGULAR SEASON STATS,L,73,101
3/21/2011,SA,L 96-111,20,3,8,1,2,1,1,0,2,0,0,4,1,8,REGULAR SEASON STATS,L,96,111
3/23/2011,HOU,L 112-131,30,7,16,2,3,0,0,6,6,0,1,4,4,16,REGULAR SEASON STATS,L,112,131
3/25/2011,TOR,W 138-100,36,7,13,4,6,5,5,3,8,0,0,2,3,23,REGULAR SEASON STATS,W,138,100
3/27/2011,WSH,W 114-104,28,3,11,1,4,3,3,5,4,1,1,5,5,10,REGULAR SEASON STATS,W,114,104
3/29/2011,OKC,L 114-115,49,13,23,5,8,4,4,6,5,0,2,3,6,35,REGULAR SEASON STATS,L,114,115
3/30/2011,MEM,L 91-110,31,2,14,1,6,1,1,6,9,0,1,4,6,6,REGULAR SEASON STATS,L,91,110
4/2/2011,DAL,W 99-92,32,3,8,1,3,5,5,4,8,0,2,5,3,12,REGULAR SEASON STATS,W,99,92
4/5/2011,POR,W 108-87,42,10,21,3,5,5,6,8,4,1,2,2,2,28,REGULAR SEASON STATS,W,108,87
4/6/2011,LAL,W 95-87,42,8,23,2,6,2,2,6,5,0,2,3,2,20,REGULAR SEASON STATS,W,95,87
4/10/2011,SAC,L 103-104,32,11,17,3,6,2,2,6,8,0,1,4,3,27,REGULAR SEASON STATS,L,103,104
4/11/2011,DEN,L 111-134,36,10,13,3,4,4,4,5,5,0,0,1,5,27,REGULAR SEASON STATS,L,111,134
4/13/2011,POR,W 110-86,24,7,11,2,4,2,2,3,9,0,0,4,1,18,REGULAR SEASON STATS,W,110,86
